weight,SMILES,Solvent,"T,K",Source,Solubility,SMILES_Solvent,ensemble_rdkit,dipole,SASA
1.0,c1ccc2oc(-c3cc[nH]n3)cc2c1,water,298.15,AqSolDB,-4.83,O,failed,1.0433904640124931,367.6632861171251
1.0,c1ccc2oc(-c3ccn[nH]3)cc2c1,water,298.15,AqSolDB,-4.83,O,failed,0.8538675839333,365.6218293765687
1.0,c1ccc2oc(-c3cncc(-c4cnn(C5CCNCC5)c4)c3)nc2c1,water,298.15,AqSolDB,-4.06,O,failed,0.688495629395922,594.0789018814431
1.0,c1ccc2oc(-c3csc(N4CCOCC4)n3)cc2c1,water,298.15,AqSolDB,-4.78,O,failed,0.4120648449314128,484.85352279328686
1.0,c1ccc2oc(-c3n[nH]cc3C[NH+]3CCSCC3)cc2c1,water,298.15,AqSolDB,-4.05,O,failed,3.595625543203684,488.43989479844845
1.0,c1ccc2oc(NC3=NCN(C4CCCCC4)CN3)nc2c1,water,298.15,AqSolDB,-5.36,O,failed,1.2135915476831811,528.8492079402234
1.0,c1ccc2oc(NC3=[NH+]C[NH+](C4CCCCC4)CN3)nc2c1,water,298.15,AqSolDB,-5.37,O,failed,8.292782511491241,535.8363558051458
0.35,c1ccc2oc(Nc3ccc(CCNc4ncnc5ccsc45)cc3)nc2c1,water,298.15,AqSolDB,-3.69897,O,failed,1.63978175679307,545.748294351612
0.35,c1ccc2oc(Oc3ccc(OCCN4CCCCC4)cc3)nc2c1,water,298.15,AqSolDB,-3.32532,O,failed,0.7322290498610048,596.2749065976917
1.0,c1ccc2ocnc2c1,water,298.15,AqSolDB,-1.15766,O,failed,0.6327189605645819,268.90091971185757
1.0,c1ccc2sc(C3CCNCC3)nc2c1,water,298.15,AqSolDB,-3.82,O,failed,0.47286283115524125,410.5996787335524
1.0,c1ccc2sc(C3CC[NH2+]CC3)nc2c1,water,298.15,AqSolDB,-3.83,O,failed,3.8474614069146718,403.71162497735605
1.0,c1ccc2sc(NC3=NCN(CC4CCCO4)CN3)nc2c1,water,298.15,AqSolDB,-3.88,O,failed,1.8297843318652034,530.1801174928669
1.0,c1ccc2sc(NC3=[NH+]C[NH+](CC4CCCO4)CN3)nc2c1,water,298.15,AqSolDB,-3.88,O,failed,9.245583228910569,549.958580555451
1.0,c1ccc2sc(NCC3CCCO3)nc2c1,water,298.15,AqSolDB,-3.82,O,failed,0.7965133683931657,425.00398886560413
1.0,c1ccc2sc(NN=C3CCCC3)nc2c1,water,298.15,AqSolDB,-4.87,O,failed,1.3881761099277874,441.6037903273513
0.35,c1ccc2sc(Nc3ccc(CCNc4ncnc5ccsc45)cc3)nc2c1,water,298.15,AqSolDB,-4.0,O,failed,1.2864540167986227,552.2883073785258
0.675,c1ccc2sc(SN(C3CCCCC3)C3CCCCC3)nc2c1,water,298.15,AqSolDB,-6.78948,O,failed,1.0004747793946211,565.1143241771563
0.25,c1ccc2sc(SN3CCOCC3)nc2c1,water,298.15,AqSolDB,-3.81096,O,failed,0.4352392629223865,428.30538721566114
0.25,c1ccc2sc(SNC3CCCCC3)nc2c1,water,298.15,AqSolDB,-5.91714,O,failed,0.9226454190084519,459.508833978544
0.675,c1ccc2sc(SSc3nc4ccccc4s3)nc2c1,water,298.15,AqSolDB,-4.52067,O,failed,1.1813526301978823,510.1978930278393
1.0,c1ccc2sccc2c1,water,298.15,AqSolDB,-3.01251,O,failed,0.4260183454619762,288.1120956127073
1.0,c1ccc2scnc2c1,water,298.15,AqSolDB,-1.51781,O,failed,0.47522622815413795,281.8316036185857
1.0,c1ccccc1,water,298.15,AqSolDB,-1.63987,O,failed,1.2709707675598023e-06,234.19198855864914
1.0,c1ccn(-c2ccc(-c3cc[nH]n3)cc2)c1,water,298.15,AqSolDB,-5.09,O,failed,1.4715749328914172,408.2760742392922
1.0,c1ccn(-c2ccc(-c3ccn[nH]3)cc2)c1,water,298.15,AqSolDB,-5.09,O,failed,0.3713322729143861,408.189649892993
0.35,c1ccn2c(Sc3ncnc4sccc34)nnc2c1,water,298.15,AqSolDB,-4.69897,O,failed,1.9934094043601311,442.2165961568407
1.0,c1ccn2cc(-c3ccc4c(c3)OCCO4)nc2c1,water,298.15,AqSolDB,-3.82,O,failed,0.9795893145932721,452.39771655373727
1.0,c1ccncc1,water,298.15,AqSolDB,0.859819,O,failed,0.8310068132368938,227.24151745054021
1.0,c1ccnnc1,water,298.15,AqSolDB,1.0986,O,failed,1.5443237622196033,219.93086794657177
1.0,c1ccoc1,water,298.15,AqSolDB,-0.823798,O,failed,0.15990737119226173,206.02076949184658
1.0,c1ccsc1,water,298.15,AqSolDB,-1.42241,O,failed,0.347791626115675,219.9313222426753
1.0,c1cn(CCCNC2CCCCCCC2)cn1,water,298.15,AqSolDB,-3.99,O,failed,1.9102920121841946,469.40697315438945
1.0,c1cn(CCC[NH2+]C2CCCCCCC2)cn1,water,298.15,AqSolDB,-4.0,O,failed,4.377587063458854,446.33471506381346
0.175,c1cn2cc(-c3ccc4cn[nH]c4c3)nc(Nc3ccc(N4CCOCC4)cc3)c2n1,water,298.15,AqSolDB,-5.69897,O,failed,0.6463672124121848,651.2083328254314
0.425,c1cn[nH]c1,water,298.15,AqSolDB,-0.545,O,failed,0.9044469180859946,203.80087024676465
1.0,c1cnc(-c2noc(CN3CCN(C4CCCC4)CC3)n2)cn1,water,298.15,AqSolDB,-3.82,O,failed,0.8606293115569624,538.0885339203728
1.0,c1cnc(-c2noc(C[NH+]3CC[NH+](C4CCCC4)CC3)n2)cn1,water,298.15,AqSolDB,-3.83,O,failed,13.625143762329698,558.3801578540783
1.0,c1cnc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)cn1,water,298.15,AqSolDB,-3.83,O,failed,0.7679141383355536,467.81377906971085
1.0,c1cnc(N2CCN(c3ccc4ccccc4n3)CC2)nc1,water,298.15,AqSolDB,-5.35,O,failed,0.6988098738555091,502.50268816076664
1.0,c1cnc(N2CC[NH+](Cc3ccc4c(c3)OCO4)CC2)cn1,water,298.15,AqSolDB,-3.83,O,failed,3.5025974151596753,486.2123191066524
1.0,c1cnc(N2CC[NH+](Cc3ccc4c(c3)OCO4)CC2)nc1,water,298.15,AqSolDB,-3.7,O,failed,1.9541700765644199,518.199879832731
1.0,c1cnc(N2CC[NH2+]CC2)nc1,water,298.15,AqSolDB,-3.67,O,failed,7.09237995270477,342.17351721230887
0.35,c1cnc(Nc2nc3c(s2)CCCc2n[nH]cc2-3)cn1,water,298.15,AqSolDB,-4.10791,O,failed,0.4406623457579104,467.0888687667269
0.233333,c1cnc(Nc2nc3c(s2)CCCc2n[nH]cc2-3)nc1,water,298.15,AqSolDB,-5.52288,O,failed,0.8225758363254548,469.8879482002296
0.35,c1cnc(Nc2nc3c(s2)CCc2n[nH]cc2-3)nc1,water,298.15,AqSolDB,-4.69897,O,failed,0.7172499115642167,452.5726661489819
0.35,c1cnc(Nc2ncnc3ccc(-c4cccc(N5CCOCC5)c4)cc23)nc1,water,298.15,AqSolDB,-4.77728,O,failed,1.6241563545959308,616.1896842395606
0.35,c1cnc(Nc2ncnc3ccc(-c4ccnc(N5CCOCC5)n4)cc23)nc1,water,298.15,AqSolDB,-4.5376,O,failed,1.0996495923276934,574.5672298810446
0.35,c1cnc(Nc2ncnc3ccc(-c4nccc(N5CCOCC5)n4)cc23)nc1,water,298.15,AqSolDB,-3.0,O,failed,2.187703791840021,586.6593173553716
1.0,c1cnc(Sc2ccc3nnnn3n2)nc1,water,298.15,AqSolDB,-4.19,O,failed,2.213134250420824,390.1682478388651
0.35,c1cnc2[nH]c(Nc3ccc(CCNc4ncnc5ccsc45)cc3)nc2c1,water,298.15,AqSolDB,-3.0,O,failed,1.5180431082848467,542.3579763981576
0.35,c1cnc2c(-c3ccc4ncc(-c5ccncc5)n4n3)cccc2c1,water,298.15,AqSolDB,-3.50969,O,failed,2.296518662897178,529.8105538994809
0.35,c1cnc2c(c1)CCN2c1ccnc2[nH]ccc12,water,298.15,AqSolDB,-3.60206,O,failed,1.6326997286779796,420.1993247951002
1.0,c1cnc2c(c1)ccc1cccnc12,water,298.15,AqSolDB,-1.82745,O,failed,1.2962012766062965,352.8129187602916
1.0,c1cnc2c(c1)ccc1ncccc12,water,298.15,AqSolDB,-2.6801,O,failed,0.7407305786921065,351.1929005029934
1.0,c1cnc2ccc(-c3ccc4ncccc4c3)cc2c1,water,298.15,AqSolDB,-4.52,O,failed,0.7630259400179469,466.7972468747028
0.35,c1cnc2ccc(-n3cnc4cnc5cnc(-c6ccsc6)cc5c43)cc2c1,water,298.15,AqSolDB,-5.33924,O,failed,2.03041464118657,566.5714712748733
0.35,c1cnc2ccc(Cn3nnc4ncc(-c5cn[nH]c5)nc43)cc2c1,water,298.15,AqSolDB,-5.25337,O,failed,2.271125060808104,518.9366771907797
0.35,c1cnc2ccc(Cn3nnc4ncc(-c5cnn(C6CCNCC6)c5)nc43)cc2c1,water,298.15,AqSolDB,-4.96658,O,failed,1.87235969714592,646.2410330125798
0.35,c1cnc2ccc(Cn3nnc4ncc(-c5cnn(CCN6CCCC6)c5)nc43)cc2c1,water,298.15,AqSolDB,-3.5986,O,failed,2.944877730327732,612.0677798360563
0.35,c1cnc2ccc(Cn3nnc4ncc(-c5cnn([C@@H]6CCNC6)c5)nc43)cc2c1,water,298.15,AqSolDB,-4.21896,O,failed,2.952965199029504,565.749340649202
0.35,c1cnc2ccc(Cn3nnc4nccnc43)cc2c1,water,298.15,AqSolDB,-3.29158,O,failed,1.8121027916317074,449.35387529701666
1.0,c1cnc2nc(CSc3nc[nH]n3)cn2c1,water,298.15,AqSolDB,-3.83,O,failed,3.040944418797816,403.78015724546236
1.0,c1cnc2nc(CSc3ncn[nH]3)cn2c1,water,298.15,AqSolDB,-3.83,O,failed,3.211500025301455,402.0130208756322
1.0,c1cnc2ncncc2n1,water,298.15,AqSolDB,0.0241057,O,failed,0.9810916404919006,274.7209651744363
0.35,c1cncc(-c2ccc3ncc(-c4cccnc4)n3n2)c1,water,298.15,AqSolDB,-3.43664,O,failed,1.1242011367334552,467.50979855234425
0.35,c1cncc(-c2ccnc(-c3nnc(Nc4ccc(CN5CCCC5)cc4)o3)c2)c1,water,298.15,AqSolDB,-2.6004,O,failed,1.1166284823902801,681.5243588502951
0.35,c1cncc(-c2ccnc3[nH]ccc23)c1,water,298.15,AqSolDB,-2.69897,O,failed,0.9243504029836387,373.66843343190226
1.0,c1cncc(-c2csc(-c3cccnc3)n2)c1,water,298.15,AqSolDB,-3.82,O,failed,0.9667869410053056,425.31411011244387
1.0,c1cncc(-c2nc(-c3ccc4c(c3)OCCO4)cs2)c1,water,298.15,AqSolDB,-4.81,O,failed,1.1885939041531337,494.6276895781168
1.0,c1cncc(-c2nc(N3CCOCC3)c3c4c(sc3n2)CCC4)c1,water,298.15,AqSolDB,-5.49,O,failed,1.9306512736217925,531.1985405589162
1.0,c1cncc(-c2nc(NCC3CCCO3)c3ccccc3n2)c1,water,298.15,AqSolDB,-3.82,O,failed,1.5813225328451497,522.4623693022971
1.0,c1cncc(-c2nc3ccccc3s2)c1,water,298.15,AqSolDB,-3.97,O,failed,0.880122609257858,389.2497204390701
0.35,c1cncc(-c2nccnc2OC2CN(c3ccc4ccccc4n3)C2)c1,water,298.15,AqSolDB,-3.87615,O,failed,1.0013680683254953,587.292155757201
1.0,c1cncc(-c2noc(-c3ccc4ccccc4c3)n2)c1,water,298.15,AqSolDB,-6.14,O,failed,1.4409991832893163,485.30273403133117
1.0,c1cncc(C(c2nnnn2C2CCCCC2)N2CCCCC2)c1,water,298.15,AqSolDB,-4.02,O,failed,2.2092222739802723,529.1118774104858
1.0,c1cncc(C(c2nnnn2C2CCCCC2)[NH+]2CCCCC2)c1,water,298.15,AqSolDB,-4.02,O,failed,4.44873796533185,539.7620320313181
1.0,c1cncc(C2CCCCN2)c1,water,298.15,AqSolDB,0.79,O,failed,1.0664661999801988,351.52652603351396
0.35,c1cncc(C2CCCN2c2ccnc3[nH]ncc23)c1,water,298.15,AqSolDB,-3.0,O,failed,1.8986258337683874,450.2878336514465
1.0,c1cncc(C2Nc3cccc4cccc(c34)N2)c1,water,298.15,AqSolDB,-3.82,O,failed,0.7756666752071317,446.39064870843157
1.0,c1cncc(C2OCC3(CO2)COC(c2cccnc2)OC3)c1,water,298.15,AqSolDB,-3.82,O,failed,1.354618387054124,508.4084243888287
1.0,c1cncc(CNc2nc(-c3cccnc3)nc3ccccc23)c1,water,298.15,AqSolDB,-3.82,O,failed,1.5283943603986485,531.7747713251797
1.0,c1cncc(CNc2nc[nH]n2)c1,water,298.15,AqSolDB,-3.91,O,failed,0.4941159919898195,352.0474119237543
1.0,c1cncc(CNc2ncn[nH]2)c1,water,298.15,AqSolDB,-3.91,O,failed,1.4872777923746285,354.53461354484796
1.0,c1cncc(CNc2ncnc3sc4c(c23)CCC4)c1,water,298.15,AqSolDB,-4.58,O,failed,1.4486875436939541,476.5344608028053
1.0,c1cncc(CSc2ccc(-c3ccc4c(c3)OCO4)nn2)c1,water,298.15,AqSolDB,-5.05,O,failed,1.1977043386785544,533.197620474384
1.0,c1cncc(CSc2ccc(-c3cccnc3)nn2)c1,water,298.15,AqSolDB,-4.01,O,failed,1.0088778580450861,486.79569665730105
1.0,c1cncc(CSc2nnc3ccc(-c4ccco4)nn23)c1,water,298.15,AqSolDB,-4.03,O,failed,1.8540734737606375,510.05243008722016
1.0,c1cncc(CSc2nnc3ccc(-c4cccs4)nn23)c1,water,298.15,AqSolDB,-3.97,O,failed,1.8507227846046688,519.0110314473825
1.0,c1cncc(CSc2nnc3ccc(-c4ccncc4)nn23)c1,water,298.15,AqSolDB,-3.88,O,failed,1.216764035140155,525.1686971783457
1.0,c1cncc(C[NH2+]C2CCCC2)c1,water,298.15,AqSolDB,-3.68,O,failed,5.46042356657367,387.94964088916566
1.0,c1cncc(C[NH2+]C2CCCCC2)c1,water,298.15,AqSolDB,-3.75,O,failed,5.500327161404903,407.96955680631044
1.0,c1cncc(C[NH2+]CCc2c[nH]c3ccccc23)c1,water,298.15,AqSolDB,-3.82,O,failed,3.3526066609289145,443.1467625134876
1.0,c1cncc(C[NH2+]CCc2ccc3c(c2)OCO3)c1,water,298.15,AqSolDB,-3.69,O,failed,3.9182670946350666,433.6294332884517
1.0,c1cncc(C[NH2+]Cc2ccco2)c1,water,298.15,AqSolDB,-3.75,O,failed,3.016492525108461,392.2312406455446
0.233333,c1cncc(Cc2nnc(-c3ccc(N4CCC5(CCc6ccccc6O5)CC4)nn3)o2)c1,water,298.15,AqSolDB,-5.37675,O,failed,2.2678932368901097,697.1965835677905
1.0,c1cncc(Nc2c3ccccc3[nH+]c3ccccc23)c1,water,298.15,AqSolDB,-5.13,O,failed,1.0016234848100471,474.0466097201081
1.0,c1cncc(Nc2c3ccccc3nc3ccccc23)c1,water,298.15,AqSolDB,-5.13,O,failed,0.7986456378868106,473.1999875369072
0.35,c1cncc(Nc2nc3c(s2)CCCc2n[nH]cc2-3)c1,water,298.15,AqSolDB,-5.42022,O,failed,0.7298311737499769,471.0359969773978
0.35,c1cncc(Nc2nc3c(s2)CCc2n[nH]cc2-3)c1,water,298.15,AqSolDB,-4.76955,O,failed,0.7657080740833626,456.8452838179005
0.35,c1cncc(Nc2ncnc3ccc(-c4cccc(N5CCOCC5)c4)cc23)c1,water,298.15,AqSolDB,-4.72584,O,failed,1.3018096069854723,630.2651334854128
0.25,c1cncc([C@@H]2CCCCN2)c1,water,298.15,AqSolDB,0.7898,O,failed,1.2059204022813905,352.7240949130714
1.0,c1cncnc1,water,298.15,AqSolDB,1.0986,O,failed,0.8711564758576708,219.87103128381676
1.0,c1cnn(-c2cncc(-n3cccn3)n2)c1,water,298.15,AqSolDB,-4.31,O,failed,1.3290006021827787,391.3200273430331
1.0,c1cnn(Cc2cnc(N3CCOCC3)s2)c1,water,298.15,AqSolDB,-3.98,O,failed,0.9489054702437918,438.540926817832
0.675,c1cnoc1,water,298.15,AqSolDB,0.382889,O,failed,1.0713485971121255,198.28991423663828
0.35,c1coc(-c2cc(-c3nccs3)cc(-c3ccc(-c4nccs4)cc3)n2)c1,water,298.15,AqSolDB,-6.0,O,failed,0.6365238396164463,612.5026311312965
1.0,c1coc(-c2ccnc(-c3ccncc3)n2)c1,water,298.15,AqSolDB,-3.82,O,failed,1.7154489050563977,416.37204899909324
1.0,c1coc(-c2ccnc(-n3cccc3)n2)c1,water,298.15,AqSolDB,-5.12,O,failed,1.2243626508739887,402.1175478691449
0.35,c1coc(-c2nc3[nH]ncc3cc2-c2ccncn2)c1,water,298.15,AqSolDB,-2.94909,O,failed,1.056526846174007,445.6890216181431
0.25,c1coc(-c2nc3ccccc3[nH]2)c1,water,298.15,AqSolDB,-3.414,O,failed,1.2792816967729714,367.67309581709355
1.0,c1coc(-c2nnc(-c3ccco3)nn2)c1,water,298.15,AqSolDB,-4.36,O,failed,0.1624848768573303,393.1796854832739
0.35,c1coc(-c2nnc(Cc3cccc4ccccc34)o2)c1,water,298.15,AqSolDB,-5.44137,O,failed,1.3716330272063935,486.9361628475704
0.35,c1coc(-c2nnc(SCc3cccc4ccccc34)o2)c1,water,298.15,AqSolDB,-5.48906,O,failed,0.6193859964190043,514.0670899920561
1.0,c1coc(C2=NCCc3ccccc32)c1,water,298.15,AqSolDB,-3.85,O,failed,0.5515172629935629,386.4935069629019
1.0,c1coc(CN2CN=C3Nc4ccccc4N3C2)c1,water,298.15,AqSolDB,-3.86,O,failed,0.6408171545276432,408.3670353551854
0.35,c1coc(CNCCCNc2ccnc3cc(-c4cccc5ccccc45)ccc23)c1,water,298.15,AqSolDB,-4.49485,O,failed,1.4454826848964946,606.7168746403073
0.35,c1coc(CNCCCNc2ccnc3cc(C4CCCCC4)ccc23)c1,water,298.15,AqSolDB,-5.37675,O,failed,1.6900860591350864,645.3922461779854
0.35,c1coc(CNCCCNc2ccnc3cc(CC4CCCCC4)ccc23)c1,water,298.15,AqSolDB,-5.37675,O,failed,1.1254568071083504,604.9083796513911
0.35,c1coc(CNCCCNc2ccnc3cc(Cc4ccc5c(c4)OCO5)ccc23)c1,water,298.15,AqSolDB,-4.49485,O,failed,1.5332335115561726,599.7139116129335
1.0,c1coc(CNc2nc3ccccc3s2)c1,water,298.15,AqSolDB,-3.85,O,failed,0.5702201127718394,415.98601619879514
0.25,c1coc(CNc2ncnc3[nH]cnc23)c1,water,298.15,AqSolDB,-3.95,O,failed,0.9541701803413998,389.83808397139313
1.0,c1coc(CSc2ncnc3c2oc2ccccc23)c1,water,298.15,AqSolDB,-5.5,O,failed,0.29793663302507667,473.86576045486447
1.0,c1coc(C[NH+]2CNc3nc4ccccc4n3C2)c1,water,298.15,AqSolDB,-3.86,O,failed,2.955118809564058,457.9075135018376
1.0,c1coc(C[NH2+]CCc2c[nH]c3ccccc23)c1,water,298.15,AqSolDB,-3.8,O,failed,2.548321752176077,446.68751714542304
1.0,c1csc(-c2cc(N3CCCCC3)c3ccccc3[nH+]2)c1,water,298.15,AqSolDB,-5.43,O,failed,1.1560109172806878,505.3964684157622
1.0,c1csc(-c2cc(N3CCCCC3)c3ccccc3n2)c1,water,298.15,AqSolDB,-5.43,O,failed,1.5667507143061477,510.307988317264
1.0,c1csc(-c2cn3ccc4ccccc4c3n2)c1,water,298.15,AqSolDB,-4.37,O,failed,1.0434769083066506,441.05490854574333
1.0,c1csc(-c2n[nH]c3c2Cc2ccccc2-3)c1,water,298.15,AqSolDB,-6.22,O,failed,0.7303894506463355,423.58582327799076
1.0,c1csc(-c2nc(-c3ccc(-c4ccon4)s3)no2)c1,water,298.15,AqSolDB,-5.78,O,failed,1.3133390569589511,486.4328779601327
1.0,c1csc(-c2nc(CN3CCSCC3)cs2)c1,water,298.15,AqSolDB,-3.94,O,failed,1.0962481992403839,463.5084591696548
1.0,c1csc(-c2nc(C[NH+]3CCSCC3)cs2)c1,water,298.15,AqSolDB,-3.94,O,failed,3.99030259168043,459.58487483163566
1.0,c1csc(-c2nc(N3CCCCC3)no2)c1,water,298.15,AqSolDB,-4.79,O,failed,0.8464701574695321,430.7511666917808
1.0,c1csc(-c2nc(N3CCOCC3)c3ccccc3n2)c1,water,298.15,AqSolDB,-5.17,O,failed,0.7972067601506193,485.26644598273134
1.0,c1csc(-c2nc3ccccc3s2)c1,water,298.15,AqSolDB,-5.49,O,failed,0.35379471512158495,384.4950705799779
0.35,c1csc(-c2nnc(CN3CCCc4ccccc43)o2)c1,water,298.15,AqSolDB,-4.77435,O,failed,1.023367707766645,488.28885602843326
0.35,c1csc(-c2nnc(CN3CCOc4ccccc43)o2)c1,water,298.15,AqSolDB,-3.95767,O,failed,1.2886046294411169,478.37497195840575
0.35,c1csc(-c2nnc(CN3CCc4ccccc43)o2)c1,water,298.15,AqSolDB,-3.87255,O,failed,0.9886436615808958,470.0324796235939
0.35,c1csc(-c2nnc(CN3CCc4ccccc4C3)o2)c1,water,298.15,AqSolDB,-3.74092,O,failed,1.4065946259722222,507.66419737110215
0.35,c1csc(-c2nnc(CN3Cc4ccccc4C3)o2)c1,water,298.15,AqSolDB,-4.37315,O,failed,1.3435761002368076,441.47732373841285
1.0,c1csc(-c2nnc(COc3ccc4c(c3)OCO4)o2)c1,water,298.15,AqSolDB,-4.08,O,failed,1.2964094331755613,499.665383796772
1.0,c1csc(-c2nnc(COc3ncnc4sccc34)o2)c1,water,298.15,AqSolDB,-3.82,O,failed,1.672883415595029,496.5910930933939
0.35,c1csc(-c2nnc(Cc3ccc4ccccc4c3)o2)c1,water,298.15,AqSolDB,-5.46592,O,failed,1.4504045107821155,507.410553150886
0.35,c1csc(-c2nnc(Cc3cccc4c3OCCO4)o2)c1,water,298.15,AqSolDB,-3.59112,O,failed,1.57453499660808,498.6736774379703
0.35,c1csc(-c2nnc(Cc3cccc4ccccc34)o2)c1,water,298.15,AqSolDB,-5.46592,O,failed,1.4047804567716395,494.92266925560364
0.35,c1csc(-c2nnc3sc(-c4cnccn4)nn23)c1,water,298.15,AqSolDB,-4.52288,O,failed,2.0343672894342135,446.12079903177477
1.0,c1csc(-c2noc(CN3CCN4CCCC4C3)n2)c1,water,298.15,AqSolDB,-3.82,O,failed,0.5652957540955955,492.79102148955644
1.0,c1csc(-c2noc(CN3CCOCC3)n2)c1,water,298.15,AqSolDB,-3.84,O,failed,0.7781702657283632,438.5652414849907
1.0,c1csc(-c2noc(CN3CCc4sccc4C3)n2)c1,water,298.15,AqSolDB,-4.05,O,failed,0.6495156502763567,495.3290108452445
1.0,c1csc(-c2noc(C[NH+]3CCOCC3)n2)c1,water,298.15,AqSolDB,-3.84,O,failed,6.214010088412123,441.22537230151084
1.0,c1csc(-c2noc(C[NH+]3CC[NH+]4CCCC4C3)n2)c1,water,298.15,AqSolDB,-3.83,O,failed,13.129139864079484,509.9769683849315
1.0,c1csc(-c2noc(C[NH+]3CCc4sccc4C3)n2)c1,water,298.15,AqSolDB,-4.05,O,failed,3.4782458473069684,497.93261302308485
1.0,c1csc(C[NH+]2CC[NH2+]CC2)c1,water,298.15,AqSolDB,-3.68,O,failed,8.036760585121828,372.01481438661733
1.0,c1csc(C[NH2+]Cc2ccncc2)c1,water,298.15,AqSolDB,-3.75,O,failed,2.7181788998880574,400.8028684139607
1.0,c1nc(N2CCCCC2)c2nc[nH]c2n1,water,298.15,AqSolDB,-3.3,O,failed,0.9030454477499888,375.28227559101975
0.35,c1nc(NCC2CCOC2)c2cc(-c3ccc4c(c3)OCO4)ccc2n1,water,298.15,AqSolDB,-3.84375,O,failed,1.508191318795223,551.7085375423043
0.35,c1nc(N[C@H]2CC[C@H](N3CCOCC3)CC2)c2c(C3CCOCC3)c[nH]c2n1,water,298.15,AqSolDB,-3.94928,O,failed,1.1582218581177384,619.1579910503838
1.0,c1nc(Nc2ccc(N3CCOCC3)cc2)c2ccsc2n1,water,298.15,AqSolDB,-3.82,O,failed,1.8075616773765415,515.7953882829565
0.35,c1nc(S[C@H]2CC[C@H](N3CCOCC3)CC2)c2c(C3CCOCC3)c[nH]c2n1,water,298.15,AqSolDB,-5.30103,O,failed,0.9051503939552994,628.530334605842
1.0,c1nc2cc(Cc3ccc4[nH]cnc4c3)ccc2[nH]1,water,298.15,AqSolDB,-3.86,O,failed,1.8175818721397057,451.27542401039244
1.0,c1nc2ccc(Cc3ccc4nc[nH]c4c3)cc2[nH]1,water,298.15,AqSolDB,-3.86,O,failed,1.9609257814758805,451.199114043856
1.0,c1nc2n(n1)C1=C(CCCC1)C1(CCCCC1)N2,water,298.15,AqSolDB,-4.91,O,failed,1.9388549026144246,432.53235172635345
1.0,c1nc2nc3c(c(N4CCNCC4)n2n1)CCCC3,water,298.15,AqSolDB,-3.83,O,failed,2.1086147322621223,442.7454009764021
1.0,c1nc2nc3c(c(N4CC[NH2+]CC4)n2n1)CCCC3,water,298.15,AqSolDB,-3.84,O,failed,5.013389791694504,439.40078289863965
0.25,c1nc[nH]n1,water,298.15,AqSolDB,1.00583,O,failed,1.1952805414978032,196.01025065714146
0.675,c1ncc2[nH]cnc2n1,water,298.15,AqSolDB,0.619148,O,failed,2.273917973277501,260.0607522841029
0.675,c1ncc2n[nH]nc2n1,water,298.15,AqSolDB,-0.231963,O,failed,1.1328491694017144,252.8798470453372
1.0,c1nnc(-c2ccc3c(c2)OCO3)o1,water,298.15,AqSolDB,-3.97,O,failed,1.6025150791656675,348.6986776754816
